"white_username","black_username","white_rating","black_rating","white_result","time_class","time_control","rules","rated","Event","FirstMove"
"Aayush_mohan","JaskaLauttamus",1391,1365,"loss","bullet","60","chess","True","Live Chess""","e4"
"51fun","mortal150",608,604,"loss","bullet","60","chess","True","Live Chess""","e4"
"AaliSyed","dprasety4",1686,1737,"loss","bullet","60","chess","True","Live Chess""","e4"
"17naird1","NinjaChess999",1622,1569,"win","bullet","60","chess","True","Live Chess""","e4"
"Maasp88","Abat41",1460,1491,"loss","blitz","300","chess","True","Live Chess""","d4"
"OrianaCandyM","7k7k7k",636,658,"win","rapid","600","chess","True","Live Chess""","e4"
"wendymaxine29","30cmwkolanie",604,603,"win","rapid","600","chess","True","Live Chess""","e4"
"panda8603","6bit",1601,1496,"win","blitz","300","chess","True","Live Chess""","e4"
"9I_Bala","AMIT4783",1075,1077,"loss","blitz","600","chess","True","Live Chess""","e4"
"TheMoralPotato","8ehrooz",911,897,"win","blitz","180","chess","True","Live Chess""","e4"
"abdulhatta","Felipemg365",663,774,"loss","bullet","60","chess","True","Live Chess""","e4"
"51fun","Zeus2100",573,509,"win","bullet","60","chess","True","Live Chess""","e4"
"abader91","molla1818",1215,1168,"win","bullet","60","chess","True","Live Chess""","d4"
"3obhan","Kgunjan41",940,950,"loss","rapid","600","chess","True","Live Chess""","Nf3"
"Sallumalexandre","7assoon131",1317,1331,"win","bullet","60","chess","True","Live Chess""","d4"
"AaliSyed","szuszki",1473,1708,"loss","bullet","60","chess","True","Live Chess""","e4"
"jahjatri","77jose77",1101,1106,"loss","blitz","180","chess","True","Live Chess""","d4"
"21_Ashish","RafaelAndrade2020",1166,1161,"loss","bullet","60","chess","True","Live Chess""","g3"
"JimTomko","Aashikamor",1135,1132,"loss","blitz","300","chess","True","Live Chess""","e4"
"Abatichs","ddunn801",1328,1373,"win","blitz","300","chess","True","Live Chess""","e4"
"xntrq","AaliSyed",1661,1729,"loss","bullet","60","chess","True","Live Chess""","e4"
"ymersopaj","123456789000000",1696,1661,"win","blitz","300","chess","True","Live Chess""","e4"
"42757","Anoxius",1289,1264,"loss","blitz","180","chess","True","Live Chess""","d4"
"queondamaje","1000ChessJake",1123,1153,"win","blitz","180","chess","True","Live Chess""","d4"
"6jordi9","CapaNato",528,800,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"123cro","Licenciosso",1534,1477,"win","rapid","600","chess","True","Live Chess""","e4"
"ABDELHEDI_A","imronyuldashev",1609,1580,"loss","bullet","60","chess","True","Live Chess""","e4"
"Aadarshchaudhary01","Putt-se-castle",1668,1234,"win","rapid","900+10","chess","True","Live Chess""","d4"
"shayanham98","21_Ashish",1223,1228,"win","bullet","60","chess","True","Live Chess""","e4"
"crash1969","Abderrahmenjawedi",1191,1226,"loss","rapid","600","chess","True","Live Chess""","d4"
"2kRated","hellasted65",1997,1939,"win","bullet","60","chess","True","Live Chess""","e4"
"Chesskito","13litvin13",920,946,"loss","blitz","180","chess","True","Live Chess""","e4"
"65mw","angoza",1593,1613,"loss","blitz","600","chess","True","Live Chess""","e4"
"Aryan2509","Aaronyalun",1352,1317,"win","bullet","60","chess","True","Live Chess""","d4"
"tsogootsoi","1-Leon",840,745,"loss","blitz","180","chess","True","Live Chess""","Nc3"
"1Corinthians13","Poliset",1294,1286,"win","blitz","180","chess","True","Live Chess""","e4"
"deveroux0586","Abdallah96Adel",1262,1272,"win","rapid","600","chess","True","Live Chess""","e4"
"chessgod11","20010910",957,1035,"loss","blitz","300","chess","True","Live Chess""","e4"
"Abdodi","Hein73",2282,2287,"loss","blitz","180","chess","True","Live Chess""","e4"
"Abatichs","ELDERfetus",1370,1402,"win","blitz","300","chess","True","Live Chess""","e4"
"jsidhu98","9991andrew",443,441,"win","rapid","900+10","chess","True","Live Chess""","e4"
"renatomoro","2980",1944,1970,"loss","blitz","180","chess","True","Live Chess""","e4"
"1Corinthians13","pricehillbilly59",1222,1241,"win","blitz","180","chess","True","Live Chess""","e4"
"Zilberustein","7assoon131",1371,1403,"win","bullet","60","chess","True","Live Chess""","d4"
"Basel","88Maestro88",1589,1584,"win","blitz","180","chess","True","Live Chess""","d4"
"4who","aagneyageshshesh",977,970,"win","rapid","600","chess","True","Live Chess""","e4"
"aakash756","Achintya_Paradkar_25",1019,1015,"win","blitz","600","chess","True","Live Chess""","e4"
"QuebecTangoFoxtrot","Abdallah96Adel",1354,1328,"loss","rapid","600","chess","True","Live Chess""","e4"
"i3udi","AahilSarkar",416,412,"win","rapid","900+10","chess","True","Live Chess""","e4"
"123456789000000","EdFa",1656,1710,"loss","blitz","300","chess","True","Live Chess""","d4"
"koppiteau","1UnknownP",620,608,"win","blitz","300","chess","True","Live Chess""","e4"
"isuckatchess9494","abdalkader24",1105,1102,"loss","rapid","600","chess","True","Live Chess""","e4"
"vadansss","1southern2",1286,1191,"win","bullet","60","chess","True","Live Chess""","e4"
"Aaronguedes","Johnny73Michael",1613,1614,"win","blitz","180","chess","True","Live Chess""","e4"
"2Ke21-0","CeerraiasotegoirSP",2377,2464,"win","blitz","300","chess","True","Live Chess""","Nf3"
"abdellhamid","lujpo",1634,1702,"win","bullet","30","chess","True","Live Chess""","e4"
"4thehellofit","bossdonreck",1143,1186,"loss","blitz","300","chess","True","Live Chess""","e4"
"Abda66","4nt0r2g",1064,1101,"loss","blitz","300","chess","True","Live Chess""","e4"
"DestroyerOfNoobz","abdo_001",1438,1462,"loss","bullet","60","chess","True","Live Chess""","d4"
"11Muhammad11","anivels",985,960,"loss","blitz","600","chess","True","Live Chess""","e4"
"77jose77","Febe6467",1104,1141,"win","blitz","180","chess","True","Live Chess""","e4"
"tadzionn","7assoon131",1213,1244,"loss","bullet","60","chess","True","Live Chess""","e4"
"1023901","Anto2554",226,428,"loss","blitz","300","chess","True","Live Chess""","d4"
"cracoidic","1rzv_001",1344,1403,"loss","rapid","1800","chess","False","Live Chess""","e4"
"Unique_Kunal","-basu-",1573,1521,"win","rapid","600","chess","True","Live Chess""","e4"
"rahbar23","abdel_abdo",987,1080,"loss","rapid","1200","chess","True","Live Chess""","e4"
"a2c4","TO_OLster",1347,1327,"win","rapid","600","chess","True","Live Chess""","e4"
"psymee","Aayush_mohan",1181,1362,"win","bullet","30","chess","True","Live Chess""","e4"
"mysever","AbdoOscar",882,914,"win","bullet","60","chess","True","Live Chess""","d4"
"Aashik20","matthijsjansen",894,838,"win","bullet","60+1","chess","True","Live Chess""","e4"
"aashikpraveen","cucatarra",174,263,"loss","blitz","300","chess","True","Live Chess""","d3"
"2kRated","Christiansenn",2004,1965,"win","bullet","60","chess","True","Live Chess""","e4"
"suport","Abd-alhamedyousef11",1302,1257,"win","blitz","600","chess","True","Live Chess""","e4"
"1Copenhagen","Moris99",1574,1595,"loss","blitz","300","chess","True","Live Chess""","f4"
"6bit","Kismarosi",1486,1536,"loss","blitz","300","chess","True","Live Chess""","e4"
"AbdoBaz","drink-some-juice",1094,1197,"loss","blitz","300","chess","True","Live Chess""","e4"
"abdallaayash","HSal",1400,1360,"win","blitz","180","chess","True","Live Chess""","e4"
"Trilix88","-basu-",1151,1201,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"420CHUNGUS","ctownmike",648,725,"loss","blitz","300","chess","True","Live Chess""","d4"
"jtk847","abader91",1290,1285,"win","bullet","60","chess","True","Live Chess""","e4"
"jaquemater","1UnknownP",601,610,"loss","blitz","300+5","chess","True","Live Chess""","e4"
"Hankietank","8888lian",700,685,"loss","rapid","900+10","chess","True","Live Chess""","e4"
"aaljayr11","Neath19",2068,2178,"loss","blitz","180","chess","True","Live Chess""","e4"
"a7087788","BomtM11",1282,1190,"win","blitz","300+5","chess","True","Live Chess""","e4"
"NestorGMA93","51fun",578,609,"win","bullet","60","chess","True","Live Chess""","d4"
"17Astros","caucas1",1040,1015,"win","bullet","60","chess","True","Live Chess""","e4"
"9maxii","rohithmaddineni123",1191,1214,"win","blitz","180+2","chess","True","Live Chess""","e4"
"Jason0147","18600050NND",696,709,"win","bullet","60","chess","True","Live Chess""","e4"
"kish-o-maat","1Ilikechess1",1445,1468,"loss","bullet","60","chess","True","Live Chess""","e4"
"Bispo_Branco","abader91",1159,1185,"win","bullet","60","chess","True","Live Chess""","e4"
"Aayush_mohan","Robercik6877",1322,1082,"win","bullet","30","chess","True","Live Chess""","e4"
"pm2291072","786Ace",1669,1562,"win","rapid","600","chess","True","Live Chess""","e4"
"juanpiaggio","aaravdudechess",551,536,"win","bullet","60","chess","True","Live Chess""","e4"
"577john","dnylander",1162,1189,"win","blitz","180+2","chess","True","Live Chess""","d4"
"deralltagsspieler","1cowboys",755,721,"win","blitz","180","chess","True","Live Chess""","e4"
"DuDiaz","Abdulahi58",1850,1900,"loss","blitz","600","chess","True","Live Chess""","e4"
"01KURA_50DACH1","taly74",1065,1021,"win","bullet","60","chess","True","Live Chess""","b3"
"Chamling_Sukdev","09Gladiator09",822,930,"loss","bullet","60","chess","True","Live Chess""","e4"
"beeetlejuise","51fun",1027,728,"win","bullet","60","chess","True","Live Chess""","e4"
"NicoProsazo","1WannabeGM",881,852,"loss","bullet","60","chess","True","Live Chess""","g3"
"sabanyc","9superhero2013",330,232,"win","rapid","600","chess","True","Live Chess""","e4"
"ZaniniZuchinni","1WannabeGM",896,851,"win","bullet","60","chess","True","Live Chess""","d4"
"Devibras","Abdo118",936,970,"win","bullet","60+1","chess","True","Live Chess""","e4"
"SeRGeY1VaReNniKoV","11oVa",972,977,"win","rapid","600","chess","True","Live Chess""","No move found"
"4TLAS","meravigliosa",1837,1863,"loss","bullet","60","chess","True","Live Chess""","d4"
"AbdoBaz","Chasechaser",1166,1143,"win","blitz","300","chess","True","Live Chess""","e4"
"pat_blackkiller","21_Ashish",1020,1075,"loss","bullet","60","chess","True","Live Chess""","d4"
"09Gladiator09","FightFruit",1102,1049,"win","bullet","60","chess","True","Live Chess""","b3"
"Latics73","Abdullah-Al-Hasan",1179,1154,"loss","blitz","600","chess","True","Live Chess""","e4"
"anthonyfmerlino","42757",1210,1191,"win","blitz","180","chess","True","Live Chess""","e4"
"1ArM-ArMeNiA1","cisco-kid",1703,1718,"loss","blitz","180","chess","True","Live Chess""","e4"
"21_Ashish","pisca1",1265,1253,"loss","bullet","60","chess","True","Live Chess""","e4"
"bohdan69","abdallahshoukry",1795,1864,"loss","blitz","180","chess","True","Live Chess""","e4"
"2980","GeniusNickster",1905,2240,"loss","bullet","60","chess","False","Live Chess""","g3"
"Abd-alhamedyousef11","YehiaSaber",1281,1303,"loss","blitz","600","chess","True","Live Chess""","e4"
"2Ke2_TH30RYz","yarnamc",2187,2106,"win","bullet","60","chess","False","Live Chess""","e4"
"abdellhamid","WolnySlowian",1433,1428,"loss","bullet","30","chess","True","Live Chess""","e4"
"2Ke21-0","chessrunner49",2388,2299,"win","blitz","180+2","chess","True","Live Chess""","Nf3"
"bicolano2","abderrazek19",1781,1831,"win","blitz","180","chess","True","Live Chess""","e4"
"bhsap","1southern2",1168,1202,"win","bullet","60","chess","True","Live Chess""","d4"
"MironY","AAPD11",991,1713,"win","rapid","600","chess","False","Live Chess""","Nf3"
"AaliSyed","drewshattuck",1740,2096,"loss","bullet","60","chess","True","Live Chess""","e4"
"Wezycz","AaliSyed",1596,1674,"win","bullet","60","chess","True","Live Chess""","c4"
"WIllowSatyr","Aashik20",1041,1007,"win","bullet","60+1","chess","True","Live Chess""","d4"
"raul0000","01KURA_50DACH1",1138,1047,"win","bullet","60","chess","True","Live Chess""","g3"
"Ajaynegi1234","4nt0r2g",1129,1130,"win","blitz","300","chess","True","Live Chess""","e4"
"fixLuna16","420CHUNGUS",456,620,"loss","blitz","300","chess","True","Live Chess""","d4"
"20hp1","IndianWisdom",1047,1006,"loss","blitz","180","chess","True","Live Chess""","e4"
"tlaloc11","2980",1979,1984,"loss","blitz","180","chess","True","Live Chess""","d4"
"abdalrmahn-777mt","bruno_dog",1643,1412,"win","blitz","300+2","chess","True","Live Chess""","e4"
"leeroy5500","21_Ashish",1251,1288,"loss","bullet","60","chess","True","Live Chess""","e4"
"Primer6","30cmwkolanie",488,566,"win","rapid","600","chess","True","Live Chess""","e4"
"Cygne85","abderrazek19",1929,2030,"loss","blitz","300","chess","True","Live Chess""","e4"
"PACwest","21_Ashish",1270,1240,"win","bullet","60","chess","True","Live Chess""","g3"
"sgorkunovs","1cap2tain3",814,608,"win","daily","1/259200","chess","True","52nd Chess.com Tournament - Under 1000 - Round 1""","['e4']"
"qwerty1083","51fun",563,590,"win","bullet","60","chess","True","Live Chess""","e4"
"thatoldhorizon","7k7k7k",680,667,"loss","rapid","600","chess","True","Live Chess""","e4"
"abdessattar2014","eyakyriakidoy",1493,1471,"win","blitz","180+2","chess","True","Live Chess""","e4"
"0551171135","dmitryvasiliev20",1129,1006,"win","rapid","1800","chess","True","Live Chess""","d4"
"AwareField","6i6",618,795,"loss","rapid","900+10","chess","True","Live Chess""","a4"
"abdelghafour85","pawnzy15",1522,1472,"win","rapid","600","chess","True","Live Chess""","d4"
"2mateme","CrushedIceCubes",1608,1335,"win","bullet","60","chess","False","Live Chess""","e4"
"Will5613","Aashik20",987,979,"loss","bullet","60+1","chess","True","Live Chess""","e4"
"21_Ashish","atul2603",1228,1097,"win","bullet","60","chess","True","Live Chess""","e4"
"slabygracz92","Aashik20",878,879,"win","bullet","60+1","chess","True","Live Chess""","e4"
"1Corinthians13","sinster_ca",1219,1223,"win","blitz","180","chess","True","Live Chess""","e4"
"A1iM_1988","Haykonaa",1094,1084,"win","blitz","180+2","chess","True","Live Chess""","c4"
"zluu","Aadarshchaudhary01",1285,1297,"win","bullet","60","chess","True","Live Chess""","e4"
"alisubekti","10nq1a0325",507,585,"loss","bullet","60","chess","True","Live Chess""","Nh3"
"4rfw","op1011",689,651,"win","blitz","600","chess","True","Live Chess""","d4"
"berendemirozer01","abdellhamid",1813,1666,"win","bullet","30","chess","True","Live Chess""","e4"
"Bento82","aadi155",886,903,"loss","blitz","300","chess","True","Live Chess""","d4"
"27cheesforlife","CamaleonRojo",913,908,"win","rapid","600","chess","True","Live Chess""","e4"
"6CGaming","anjuml",940,950,"win","blitz","300","chess","True","Live Chess""","e3"
"persiancomet","AaliSyed",1861,1625,"loss","bullet","60","chess","True","Live Chess""","Nf3"
"2202kerg","MicaliLorenzo",1579,1723,"loss","daily","1/86400","chess","True","Let's Play!""","e4"
"1cowboys","RjCosmo",653,597,"win","blitz","180","chess","True","Live Chess""","d4"
"Abdodi","MightyTurnip",2265,2213,"loss","blitz","180","chess","True","Live Chess""","e4"
"lluallin","09Gladiator09",950,1025,"loss","bullet","60","chess","True","Live Chess""","e4"
"1BigJohn","Hellosudheer",1172,1200,"win","blitz","600","chess","True","Live Chess""","d4"
"nareshchandani","4Kings23",932,818,"win","blitz","180+2","chess","True","Live Chess""","g3"
"21_Ashish","Leons123456",1237,1195,"win","bullet","60","chess","True","Live Chess""","g3"
"5000IQ77","Emanuel_Porco",1228,1202,"win","rapid","600","chess","True","Live Chess""","d4"
"Hann_meru","abdallaayash",1368,1355,"win","blitz","180","chess","True","Live Chess""","g3"
"EuXhroma","123456789000000",1671,1703,"loss","blitz","300","chess","True","Live Chess""","e4"
"abdallaayash","varun313",1386,1414,"win","blitz","180","chess","True","Live Chess""","e4"
"panikosstavrou","AaliSyed",1779,1621,"win","bullet","60","chess","True","Live Chess""","d4"
"ivanqsilva","21_Ashish",1225,1198,"win","bullet","60","chess","True","Live Chess""","e3"
"jaimerivera1312","117304",1535,1577,"loss","daily","1/259200","chess","True","PANAM2021 R2: Team Brazil vs Bolivia - Board 30""","e4"
"den12345t","aashutosh99",644,669,"win","bullet","60","chess","True","Live Chess""","e4"
"SweetAngels99","AaliSyed",1619,1692,"loss","bullet","60","chess","True","Live Chess""","b4"
"AaliSyed","Atticus_Finch100",1667,1312,"win","bullet","60","chess","True","Live Chess""","e4"
"umgod","4nt0r2g",1137,1127,"win","blitz","300","chess","True","Live Chess""","e4"
"lucamckein","51fun",506,628,"loss","bullet","60","chess","True","Live Chess""","No move found"
"48794986230","bog_rat",529,727,"loss","blitz","300","chess","True","Live Chess""","e4"
"7twiwomenladyeve2","ravi_nkr",953,1057,"loss","rapid","1800","chess","True","Live Chess""","d3"
"Abbasin","jackles0",1028,1074,"loss","blitz","300+5","chess","True","Live Chess""","e4"
"A-rnum-A","CMIN8HER",1381,1179,"win","blitz","300","chess","False","Live Chess""","e4"
"Tomas_Silfver","aaassawwewe",1641,1342,"win","daily","1/1209600","chess","True","Slowest tourney ever - Round 2""","a4"
"13akandeel","700a",1268,1289,"win","bullet","60","chess","True","Live Chess""","e4"
"1WannabeGM","OmiAl",832,837,"win","blitz","180","chess","True","Live Chess""","e4"
"MTK23","a1act",1113,1061,"win","rapid","600","chess","True","Live Chess""","e4"
"aagneyageshshesh","elbabarmax",935,873,"loss","rapid","600","chess","True","Live Chess""","e4"
"Erdis","2980",1748,1899,"loss","bullet","60","chess","True","Live Chess""","e4"
"SoreLeopard","2good4u734",2207,2204,"win","bullet","60","chess","True","Live Chess""","f4"
"33RaVeN33","mlpathan",553,499,"win","blitz","180","chess","True","Live Chess""","e4"
"irridente","01KURA_50DACH1",1190,1170,"win","bullet","60","chess","True","Live Chess""","e4"
"All_Live_Beer","abader91",1357,1388,"win","bullet","60","chess","True","Live Chess""","Nf3"
"CEMENTdasconcretebb","aaronatx",917,954,"loss","rapid","600","chess","True","Live Chess""","d4"
"Sarojpradyumna","Aaryanrao2010",1356,1137,"win","bullet","120+1","chess","True","Live Chess""","e4"
"90000226","Nilesh4321",1290,1352,"loss","blitz","600","chess","True","Live Chess""","e4"
"1southern2","mike232232",1287,1405,"loss","bullet","60","chess","True","Live Chess""","e4"
"P_O_P","3emad",1094,1120,"loss","bullet","60","chess","True","Live Chess""","c4"
"Gungozay","40iqplayer",948,912,"win","blitz","180","chess","True","Live Chess""","e4"
"Aashik20","Gabbruz16",949,908,"win","bullet","60+1","chess","True","Live Chess""","e4"
"sickatchess888","0marelsayed",1084,1092,"win","blitz","180","chess","True","Live Chess""","e4"
"68Roch","shiroganekei",1630,1658,"loss","rapid","600","chess","True","Live Chess""","e4"
"randomguyfps","A2mi4ne",494,581,"loss","bullet","60","chess","True","Live Chess""","e4"
"4chess8mate","Awoifa",1529,1461,"loss","rapid","600","chess","True","Live Chess""","d4"
"01Arsenii","KurushinPetr",986,1035,"win","blitz","420+3","chess","True","Live Chess""","d4"
"42757","Erkan-TR",1285,1273,"win","blitz","180","chess","True","Live Chess""","d4"
"abderahmanebencheikh","ottomaEmpires",156,368,"loss","blitz","600","chess","True","Live Chess""","e4"
"abdessattar2014","ElDudo",1464,1568,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"4lh1n","GanbatErdenebat",815,866,"loss","blitz","180","chess","True","Live Chess""","d4"
"InnerJitterbug","A-rnum-A",1472,1438,"win","rapid","600","chess","True","Live Chess""","e4"
"siraj415","210892",707,811,"loss","blitz","600","chess","True","Live Chess""","f4"
"Nelli3","8poseidon",1254,1390,"loss","daily","1/259200","chess","True","We Wanna Play - Board 77""","e4"
"abcd3210","yosebiya",1560,1310,"win","blitz","180+2","chess","False","Live Chess""","d4"
"VladLuhina","abdo_001",1728,1763,"loss","blitz","180","chess","True","Live Chess""","c4"
"3dOJoda","i-loot-then-i-rez",910,974,"loss","blitz","180","chess","True","Live Chess""","e4"
"0Mchess","jason1204",1079,1756,"loss","rapid","600","chess","False","Live Chess""","e4"
"Karpocito","abay",1514,1529,"loss","blitz","300","chess","True","Live Chess""","b4"
"abdellhamid","TheLick432",1448,1569,"loss","bullet","30","chess","True","Live Chess""","e4"
"Tamilanz","1ArM-ArMeNiA1",1855,1837,"win","blitz","180","chess","True","Live Chess""","d4"
"tommyl9","Abdulaziz_SA",879,932,"loss","rapid","1800","chess","True","Live Chess""","e4"
"avbrown2","Abd-alhamedyousef11",1383,1336,"win","blitz","600","chess","True","Live Chess""","d4"
"2kRated","zuzu202",1992,2036,"win","bullet","60","chess","True","Live Chess""","e3"
"09Gladiator09","LeviBooking",1033,1041,"win","bullet","60","chess","True","Live Chess""","e3"
"YnnosL","1cowboys",640,632,"win","blitz","180","chess","True","Live Chess""","Nf3"
"5thSMM","Steveen-Jr",1264,1244,"loss","blitz","180","chess","True","Live Chess""","d4"
"shonuff3","77jose77",1188,1152,"win","blitz","180","chess","True","Live Chess""","e4"
"DAT_RARE_ALE","Abdulaziz_SA",979,916,"win","rapid","1800","chess","True","Live Chess""","e4"
"emilioner","Aadarshchaudhary01",1334,1398,"loss","bullet","60","chess","True","Live Chess""","e4"
"1976moaeen","abdallahshoukry",1758,1775,"win","blitz","180","chess","True","Live Chess""","e4"
"rahm_b","1Ilikechess1",1401,1385,"win","bullet","60","chess","True","Live Chess""","e4"
"John736","01KURA_50DACH1",1080,1152,"loss","bullet","60","chess","True","Live Chess""","Nf3"
"TuMamaMeMima95","0freakonaleash",945,900,"win","rapid","600","chess","True","Live Chess""","e4"
"Elemental_K","21_Ashish",1237,1235,"loss","bullet","60","chess","True","Live Chess""","e4"
"01061393288","grandmastertigerman",1464,1426,"win","blitz","300","chess","True","Live Chess""","e4"
"Yerrolabalraj","123cro",1495,1423,"win","rapid","600","chess","True","Live Chess""","e4"
"Wilyis","AaliSyed",1535,1701,"loss","bullet","60","chess","True","Live Chess""","g3"
"abdo1612","BoilingBubble2",1628,1572,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"SolaScriptura85","a4b4c4d4e4f4g4h4",1522,1656,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"77jose77","bulletwarior",1093,1062,"win","blitz","180","chess","True","Live Chess""","e4"
"Aaroni4","Profeticos",574,576,"loss","rapid","600","chess","True","Live Chess""","e4"
"AaliSyed","Edo_Quilpue",1668,2109,"loss","bullet","60","chess","True","Live Chess""","e4"
"TeNet_9","abader91",1156,1216,"loss","bullet","60","chess","True","Live Chess""","e4"
"2ndgradechesskid","ODRB",1746,1879,"loss","rapid","600","chess","True","Live Chess""","e4"
"misterpawn00","abader91",1181,1181,"loss","bullet","60","chess","True","Live Chess""","e3"
"abc_420","locknkey",1686,1649,"win","rapid","600","chess","True","Live Chess""","e4"
"A-rnum-A","FRANCIS960",1389,1058,"win","blitz","300","chess","False","Live Chess""","e4"
"1Kemputtaja","rogerbleit",1400,835,"win","daily","1/259200","chess","True","Let's Play!""","e4"
"JordiRaichBalp78","200iqcat",1330,1320,"win","blitz","300","chess","True","Live Chess""","d4"
"squioniello765","2980",1829,1959,"win","blitz","180","chess","True","Live Chess""","Nf3"
"mk77mk","1Corinthians13",1306,1270,"win","blitz","180","chess","True","Live Chess""","e4"
"mhebert1972","463316",1182,1193,"win","blitz","600","chess","True","Live Chess""","h3"
"01KURA_50DACH1","MertAndac",1163,1177,"loss","bullet","60","chess","True","Live Chess""","b3"
"10803","Whadislov",899,904,"loss","blitz","300","chess","True","Live Chess""","e4"
"JAVE44","AaliSyed",1553,1627,"loss","bullet","60","chess","True","Live Chess""","d4"
"y1t2321","1234567890yigittalhe",1035,965,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","d3"
"Artur11221121","1southern2",1434,1399,"win","bullet","60","chess","True","Live Chess""","e4"
"hai2014","abdo_001",1506,1497,"win","bullet","60","chess","True","Live Chess""","e4"
"abader91","wtq7",1428,1448,"win","bullet","60","chess","True","Live Chess""","d4"
"DjuricaM","AbanIII",1196,1221,"win","blitz","300","chess","True","Live Chess""","e4"
"Iwanmed","420fella",1218,1179,"loss","rapid","600","chess","True","Live Chess""","e4"
"abdo_001","TorresGr",1577,1540,"win","bullet","60","chess","True","Live Chess""","e4"
"Timmonater","44mc44",1753,1772,"loss","blitz","300","chess","True","Live Chess""","e3"
"1976BRASILrecife","Mustey99",1163,1072,"win","blitz","300","chess","True","Live Chess""","e4"
"oov044","abdoelbnby",1078,1198,"loss","blitz","300","chess","True","Live Chess""","e4"
"mikael_blomkvist","4iamboard",1175,1102,"win","bullet","120+1","chess","True","Live Chess""","d4"
"sunvig","84miro",1622,1586,"win","blitz","180","chess","True","Live Chess""","e4"
"aa1001zz","Rott3n4ppl3",1044,1056,"loss","blitz","180","chess","True","Live Chess""","d4"
"220567","ahuman12345",1061,605,"win","rapid","600","chess","False","Live Chess""","e4"
"RobinRama","12chessmaster12",1623,924,"win","daily","1/259200","chess","True","Converting Your Advantage - Round 1""","d4"
"77jose77","1Refael",1257,1246,"win","blitz","180","chess","True","Live Chess""","e4"
"Brunoking1","AAPD11",831,1713,"loss","rapid","600","chess","False","Live Chess""","e4"
"abader91","AlexbuddyLG",1236,1211,"loss","bullet","60","chess","True","Live Chess""","d4"
"jimmydurango","Abdox11",1294,1277,"loss","blitz","300","chess","True","Live Chess""","g3"
"vitek6","AaliSyed",1486,1711,"win","bullet","60","chess","True","Live Chess""","e4"
"antoniusquax","65mw",1618,1584,"win","blitz","600","chess","True","Live Chess""","e4"
"ghafarhosseini","abdo_001",1588,1629,"loss","bullet","60","chess","True","Live Chess""","d4"
"4thehellofit","SirPumkin",1128,1126,"loss","blitz","300","chess","True","Live Chess""","e4"
"C0m3t_r1d3r","15_tactical_15",1694,1698,"win","blitz","180","chess","True","Live Chess""","b3"
"whocaresclown","0ok",1025,969,"loss","blitz","300","chess","True","Live Chess""","e4"
"megaherm92","7s2",449,558,"loss","blitz","300","chess","True","Live Chess""","c4"
"16furkan54","Dragoon7",978,1161,"loss","blitz","600","chess","True","Live Chess""","d4"
"lilsamirka","aadi155",848,844,"loss","blitz","300","chess","True","Live Chess""","e4"
"aalvaradov","raul9br",828,851,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"Aaravpen","RingardStar",549,513,"win","blitz","180","chess","True","Live Chess""","e3"
"zaggies","7assoon131",1325,1371,"win","bullet","60","chess","True","Live Chess""","d4"
"Raven00700","4chess8mate",1472,1435,"win","rapid","600","chess","True","Live Chess""","e4"
"MRMattos27","1cowboys",666,632,"loss","blitz","180","chess","True","Live Chess""","e4"
"UmaruChan7","5432132",1037,1065,"win","blitz","180","chess","True","Live Chess""","e4"
"RajShah99","4nt0r2g",1031,1096,"loss","blitz","300","chess","True","Live Chess""","e3"
"Sergey_Ermakov","2mateme",1936,1608,"win","bullet","60","chess","False","Live Chess""","d4"
"48794986230","jumatoz123",460,598,"loss","blitz","300","chess","True","Live Chess""","e4"
"Aadit_Ag","Leckly331",736,620,"loss","bullet","30","chess","True","Live Chess""","d4"
"9maxii","peterFZA",1179,1166,"win","blitz","180+2","chess","True","Live Chess""","e4"
"BlitzGM2019","AAAAAehsan",2028,2013,"loss","bullet","60","chess","True","Live Chess""","b3"
"10803","rajeshbbb",890,875,"win","blitz","300","chess","True","Live Chess""","e4"
"Gian-Luca2000","aadi155",771,827,"loss","blitz","300","chess","True","Live Chess""","e4"
"JamesReston","21_Ashish",1237,1230,"loss","bullet","60","chess","True","Live Chess""","f4"
"1WannabeGM","Mokha444",807,804,"win","blitz","180","chess","True","Live Chess""","e4"
"Zia_Mame","20hp1",973,1061,"loss","blitz","300","chess","True","Live Chess""","e4"
"Bulent9167","Aayush_mohan",1456,1398,"win","blitz","180","chess","True","Live Chess""","e4"
"scacchichessajedrez","21_Ashish",1180,1158,"win","bullet","60","chess","True","Live Chess""","e4"
"1jesus-rocks","moksha96",802,781,"win","rapid","600","chess","True","Live Chess""","d4"
"30cmwkolanie","dawidcichocki",624,615,"win","rapid","600","chess","True","Live Chess""","e4"
"Abdodi","Ryan_01",2278,2219,"loss","bullet","60","chess","True","Live Chess""","e4"
"77jose77","jchen23",1182,1128,"win","blitz","180","chess","True","Live Chess""","e4"
"DDavidd9","Abbasmajith",933,659,"win","blitz","180","threecheck","True","Live Chess - Three-Check""","e3"
